Month,Australia,New Zealand,Melanesia nfd,New Caledonia,PNG,Solomon Islands,Vanuatu,Micronesia nfd,Guam,Kiribati,Marshall Is,"Micronesia, F S",Nauru,Palau,Polynesia nfd,Cook Islands,Fiji,French Poly,Niue,Samoa,Samoa American,Tokelau,Tonga,Tuvalu,Wallis/Futuna,Pitcairn Is,"Polynesia, nec",Antarctica nfd,Adelie Land,Argentinian A T,Australian A T,British A T,Chilean A T,Queen Maud Land,Ross Dependency,NW Europe nfd,"UK, CIs & IOM",Ireland,Western Europe nfd,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,Northern Europe nfd,Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,SE Europe nfd,Albania,Bosnia/Herzegov,Bulgaria,Croatia,Cyprus,North Macedonia,Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,Eastern Europe nfd,Belarus,Czechia,Estonia,Hungary,Latvia,Lithuania,Poland,Russia,Slovakia,Ukraine,North Africa nfd,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Sp North Africa,South Sudan,Middle East nfd,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,Unit Arab Emir,Yemen,Mainld SE Asia nfd,Myanmar,Cambodia,Laos,Thailand,Vietnam,Brunei,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,North-East Asia nfd,Chinese Asia nfd,China,Hong Kong,Macau,Mongolia,Taiwan,Japan & Koreas nfd,Japan,"Korea, North","Korea, South",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Americas nfd,Bermuda,Canada,USA,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Is,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Anguilla,Antigua/Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Rep,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts/Nevis,St Lucia,St Vinc/Grenad,Trinidad/Tobago,Turks/Caicos Is,"Virgin Is, Brit","Virgin Is, US",St Barthelemy,St Martin (Fr),Bonaire/SE/Saba,Curacao,Sint Maarten Dp,Sub-Saha Africa nfd,Benin,Burkina Faso,Cameroon,Cabo Verde,Cent Africa Rep,Chad,"Congo, Rep","Congo, Dem Rep",Cote d'Ivoire,Equator Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome/Princ,Senegal,Sierra Leone,Togo,Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Eswatini,Tanzania,Uganda,Zambia,Zimbabwe
Oct-22,648150,130320,0,0,2030,500,1330,0,0,240,10,10,620,10,0,0,3760,0,0,460,0,0,780,40,0,0,0,0,0,0,0,0,0,0,0,0,61890,8120,0,1420,1690,14270,14670,10,50,0,6130,2530,0,2450,0,890,0,90,1240,2120,0,10,0,0,6330,130,890,0,3740,0,70,60,150,210,80,210,630,20,380,110,10,180,20,0,50,580,420,470,90,270,1500,1060,320,600,0,30,600,10,80,90,30,0,0,20,0,10,2080,530,850,270,70,790,50,10,540,360,1000,90,20,0,700,1040,230,7970,11900,250,12300,16950,15600,21740,860,0,0,17280,5320,50,740,4340,0,13590,0,10260,2340,680,47410,60,7210,4800,4800,760,30,30,20,140,20,10,0,70,0,0,11850,38660,1270,30,4510,1660,4010,200,0,0,0,20,500,0,200,130,10,40,30,30,10,840,10,20,0,20,0,10,20,0,20,10,20,0,0,0,40,0,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,10,0,0,0,160,10,0,20,10,0,0,440,0,0,10,0,0,50,10,0,0,50,110,560,0,10,20,300,0,20,40,0,10,0,10,20,4380,0,40,70,100,580
Nov-22,549250,123410,0,0,2280,680,1610,0,0,210,30,20,630,10,0,0,3720,0,0,690,0,0,1350,70,0,0,0,0,0,0,0,0,0,0,0,0,67410,8230,0,1460,1640,13360,14560,10,70,0,5910,2670,0,2210,0,1090,0,90,1400,2640,0,10,0,0,7500,180,970,0,3690,0,120,120,260,290,120,490,780,20,670,170,50,320,20,0,120,850,510,740,180,300,1910,1570,400,720,0,40,910,10,90,100,30,0,0,40,0,30,2930,830,1090,300,50,1250,50,20,460,470,1350,80,30,0,890,1410,250,7890,13800,310,14010,17670,17340,31060,880,0,0,20190,5760,70,1260,4680,0,15540,0,15220,2350,1020,58620,70,12790,5430,6280,1120,50,40,30,160,30,0,10,100,0,0,15080,49060,1770,40,5360,2150,5410,230,0,0,10,20,730,0,150,210,10,60,50,60,20,990,10,30,0,0,0,10,20,0,20,10,30,10,0,10,40,0,0,0,20,0,0,70,0,0,0,0,0,0,0,0,0,10,10,20,10,10,0,10,80,20,0,0,0,200,10,0,20,0,10,0,710,0,20,20,10,10,60,20,0,0,180,150,850,10,20,20,1500,0,20,60,0,20,0,30,30,6650,0,60,60,170,810
Dec-22,519430,123600,0,0,3530,630,1160,0,0,130,20,10,540,10,0,0,5680,0,0,700,0,0,1360,30,0,0,0,0,0,0,0,0,0,0,0,0,98120,13780,0,1890,1920,17310,20320,20,100,0,7600,4150,0,3180,0,1670,0,140,2920,5240,0,10,0,0,8380,360,1380,0,3500,0,130,160,310,430,200,490,880,30,780,190,60,350,30,0,90,1030,460,870,240,350,2140,1990,620,740,0,40,750,20,90,80,30,0,0,20,0,30,2640,440,1530,390,80,860,50,20,500,270,810,70,40,0,850,1930,310,8160,11820,460,19850,19280,20400,25280,670,0,0,30320,9630,120,1200,6140,0,15780,0,19220,2820,1350,60020,130,11680,4860,7050,1050,100,30,30,230,20,0,10,110,0,0,17930,59650,2190,50,5980,2140,4350,230,0,0,10,50,700,0,160,170,0,80,50,60,30,1360,10,30,0,10,0,30,20,0,30,20,30,10,0,0,40,0,0,0,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,50,10,0,0,10,160,10,0,10,0,0,0,630,0,10,30,10,10,70,10,0,0,60,130,1090,0,10,30,1130,0,20,60,0,20,0,50,20,8990,10,50,60,200,1000
Jan-23,936160,139100,0,0,3040,860,660,0,0,130,10,10,470,10,0,0,4300,0,0,360,0,0,990,40,0,0,0,0,0,0,0,0,0,0,0,0,72280,11970,0,1560,1410,15050,15580,0,70,0,5740,3010,0,2570,0,1000,0,90,1600,2910,0,10,0,0,6260,180,1020,0,3580,0,70,80,230,320,100,230,560,10,480,170,40,290,20,0,60,810,470,680,150,270,1630,1220,480,490,0,20,740,20,80,100,20,0,0,10,0,20,1240,220,1090,250,210,520,70,20,1080,100,710,160,40,0,580,1700,200,5530,14300,300,14150,20520,18380,11140,600,0,0,34720,11520,160,850,10830,0,15030,0,24360,2450,2440,58720,110,6140,4320,5190,450,30,20,30,170,20,10,0,80,0,0,14760,52300,1760,30,6290,1780,5810,220,0,0,0,30,510,0,120,150,0,50,50,50,20,1240,10,60,0,10,0,10,10,0,20,10,30,10,0,0,50,0,0,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,0,150,10,0,10,0,0,0,570,0,0,30,0,0,110,20,0,0,40,110,1070,10,10,20,770,0,30,30,0,10,0,30,20,5670,0,70,90,140,840
Feb-23,578070,111460,0,0,2240,590,1300,0,0,210,30,30,360,20,0,0,3740,0,0,510,0,0,960,40,0,0,0,0,0,0,0,0,0,0,0,0,79360,9290,0,1990,1910,16370,19600,10,80,10,6730,3510,0,3400,0,1290,0,100,2530,3500,0,10,0,0,7390,220,1200,0,3920,0,80,130,270,310,140,300,740,10,750,230,40,290,10,0,110,1170,520,860,210,370,2310,1720,580,550,0,30,780,10,80,120,30,0,0,40,0,50,2500,510,1510,350,280,710,150,30,1470,250,920,230,30,0,860,2410,330,7750,22150,490,19750,26370,18030,16320,590,0,0,70100,12490,320,1440,11180,0,25410,0,29530,4720,3030,76080,150,9990,7610,7740,1080,50,30,30,210,30,0,0,90,0,0,18980,66000,2010,40,5760,2340,6040,250,0,0,10,50,760,0,330,190,10,70,30,60,20,1270,20,70,0,0,0,10,20,0,10,20,20,10,0,0,60,0,0,0,10,10,10,60,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,110,0,0,0,0,260,10,0,20,10,0,0,820,0,0,30,0,10,80,30,0,0,80,300,1420,0,10,20,1110,0,20,40,0,20,0,30,40,5030,0,80,130,130,880
Mar-23,575080,129190,0,0,2250,690,830,0,0,310,20,20,420,10,0,0,4050,0,0,560,0,0,980,90,0,0,0,0,0,0,0,0,0,0,0,0,81350,11210,0,1760,1790,15780,18500,10,150,10,6190,3030,0,2710,0,1140,0,100,1880,3010,0,10,0,0,7180,190,1080,0,4050,0,70,90,250,270,120,280,610,20,520,200,40,250,20,0,100,940,520,740,130,410,2010,1600,430,630,0,40,650,20,70,100,50,0,0,30,0,20,2880,690,1410,240,70,640,50,20,620,320,1000,120,30,0,830,1660,280,9990,16790,230,15200,19600,20720,22670,580,0,0,45690,11190,160,1730,10080,0,28790,0,22840,3440,1460,74870,50,12930,8320,7500,1400,40,60,20,130,20,10,0,60,0,0,17700,61290,2100,40,6350,2680,5460,270,0,0,10,30,740,10,410,170,0,60,40,50,50,1150,10,30,0,0,0,10,10,0,20,10,20,0,0,0,180,0,0,0,10,10,10,240,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,90,0,0,0,10,220,10,0,20,0,0,0,600,0,20,20,0,0,60,20,0,0,60,210,1020,10,10,30,1020,0,20,50,0,20,0,20,40,6270,0,70,80,130,810
Apr-23,681440,143980,0,0,2490,840,870,0,0,90,10,20,400,20,0,0,4770,0,0,390,0,0,1050,60,0,0,0,0,0,0,0,0,0,0,0,0,54100,7910,0,1100,1340,12940,12030,10,70,0,4940,2380,0,1700,0,690,0,60,1110,1900,0,10,0,10,5090,110,1100,0,2840,0,60,60,190,180,100,150,500,30,350,140,10,180,20,0,50,590,310,500,110,230,1190,1270,240,400,0,30,520,0,60,50,20,0,0,30,0,20,1900,530,890,160,60,430,40,20,400,190,830,60,20,0,660,2770,360,13950,17140,400,22750,23600,18770,17770,480,0,0,61380,13820,170,1170,9000,0,17810,0,20600,2220,1200,60580,70,7820,3880,6920,1050,30,30,10,110,30,10,0,70,0,0,13010,43160,1750,30,6570,2250,4200,280,0,0,0,30,640,0,160,140,0,50,50,30,20,1170,10,20,0,0,0,10,0,0,20,20,20,0,0,10,20,0,0,0,10,10,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,60,10,0,0,0,170,0,0,20,0,0,0,520,0,10,10,0,0,70,20,0,0,30,120,860,10,10,50,750,0,10,30,0,20,0,20,40,5260,10,70,80,130,710
May-23,643650,129080,0,0,2710,830,1110,0,0,370,20,20,540,10,0,0,4980,0,0,480,0,0,1360,70,0,0,0,0,0,0,0,0,0,0,0,0,36500,6070,0,790,1000,12020,8400,0,30,0,3600,1400,0,1170,0,540,0,70,670,1230,0,0,0,0,5000,100,770,0,2510,0,50,60,160,170,90,140,420,10,290,80,10,180,20,0,40,400,230,310,90,250,960,1000,190,420,0,30,630,10,70,140,40,0,0,10,0,20,1760,970,550,290,80,660,60,20,610,430,830,110,50,0,690,1840,270,10520,16140,330,16980,24340,21320,31410,730,0,0,56410,11000,190,1430,9500,0,20240,0,22830,3110,1760,65480,100,10760,6890,6630,1270,30,30,20,110,20,10,10,70,0,0,10200,39180,1750,50,5130,2290,4420,290,0,0,0,30,690,0,190,170,0,50,50,30,20,810,0,20,0,0,0,30,20,0,40,10,40,0,0,0,20,0,0,0,10,10,0,40,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,70,10,0,0,0,220,0,0,10,0,0,0,660,0,0,20,10,10,50,10,0,0,50,170,1020,10,10,20,720,0,20,20,0,20,0,20,40,4260,0,50,250,130,630
Jun-23,679980,133660,0,0,2830,810,1150,0,0,240,10,10,470,10,0,0,3980,0,0,790,0,0,1130,80,0,0,0,0,0,0,0,0,0,0,0,0,36830,7790,0,870,990,11390,8490,0,30,0,3670,1300,0,1140,0,650,0,60,1110,1550,0,10,0,0,5400,100,810,0,2590,0,50,60,130,160,80,160,430,10,360,130,10,170,10,0,60,470,270,380,80,240,1130,1120,240,390,0,30,570,20,90,140,20,0,0,20,0,40,1920,700,720,260,170,650,70,100,900,310,990,300,50,0,640,1970,290,8420,20550,360,27050,19330,23160,35680,700,0,0,62710,10710,220,2050,12680,0,17340,0,22130,2600,1770,61470,130,9410,5560,6450,1690,30,30,20,170,30,0,10,80,0,0,8390,44740,1620,30,5050,2430,4260,290,0,0,10,30,660,0,180,170,0,60,50,60,20,950,10,20,0,0,0,0,10,0,10,20,30,10,0,0,30,0,0,0,10,10,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,80,0,0,0,0,200,0,0,10,0,10,0,620,0,10,10,0,10,50,20,0,0,60,150,970,10,0,30,700,0,10,50,0,20,0,20,40,4900,0,70,70,110,580
Jul-23,938730,146940,0,0,3180,840,1190,0,0,260,20,10,610,30,0,0,4700,0,0,520,0,0,1000,80,0,0,0,0,0,0,0,0,0,0,0,0,47120,9480,0,1430,1700,13590,13380,10,70,0,7020,2770,0,2050,0,690,0,80,2050,1900,0,10,0,0,6400,110,1070,0,3640,0,40,50,100,210,130,140,470,10,370,170,10,180,10,0,50,640,320,360,90,250,1150,1190,280,370,0,30,680,10,210,120,30,0,0,20,0,40,1610,410,760,330,390,570,180,300,1770,170,1030,1530,50,0,810,1930,420,9050,22220,610,24160,22140,21910,18770,560,0,0,122390,18170,540,1300,15800,0,32100,0,27130,4820,2170,54520,190,8250,6360,7310,1020,30,30,20,230,30,10,0,60,0,0,11380,53230,1460,30,4390,2160,3630,290,0,0,0,40,600,10,150,140,0,60,30,60,30,1340,10,70,0,10,0,10,10,0,20,20,20,0,0,70,90,0,0,0,10,0,10,40,0,0,0,0,0,0,0,0,0,0,0,40,0,10,10,0,110,10,0,0,0,180,10,0,20,10,0,0,730,0,10,10,10,0,90,30,0,0,30,160,1140,10,10,50,630,0,30,30,0,30,0,20,20,4670,10,110,150,170,770
Aug-23,774960,139560,0,0,2810,830,1150,0,0,130,20,20,460,20,0,0,4650,0,0,560,0,0,960,50,0,0,0,0,0,0,0,0,0,0,0,0,49670,9400,0,1160,1190,14150,12380,10,100,0,4560,1680,0,1300,0,690,0,40,1000,1800,0,10,0,0,8200,170,1230,10,4380,0,100,110,160,250,100,290,530,20,390,190,20,210,30,0,60,670,590,410,130,350,1470,1340,320,400,0,30,710,10,120,70,30,0,0,40,0,20,1950,620,810,330,290,830,80,120,740,290,1250,540,40,0,680,1790,310,9200,20520,560,17400,29380,22110,24930,640,0,0,83440,17500,500,1870,15430,0,45000,0,33600,2910,1260,50400,90,7760,5540,6820,1720,40,40,30,160,20,10,10,100,0,0,10630,49010,1870,40,5390,2180,4350,330,0,0,10,50,700,10,160,220,10,70,40,40,30,1190,10,30,0,10,0,10,20,0,20,20,20,10,0,10,40,0,0,0,20,10,10,50,0,0,0,0,0,0,0,0,0,10,0,20,0,10,10,30,380,10,0,10,10,200,10,0,10,10,0,0,670,0,20,20,10,10,70,40,0,10,30,190,1220,10,20,40,880,0,20,40,0,20,0,30,30,4780,10,50,100,160,760
Sep-23,843780,164430,0,0,3350,750,1260,0,0,300,10,10,790,10,0,0,5050,0,0,730,0,0,1320,110,0,0,0,0,0,0,0,0,0,0,0,0,55030,10540,0,1300,1810,15050,13850,10,90,10,5580,2450,0,1760,0,910,0,50,1140,1940,0,10,0,0,8120,200,1160,0,4380,0,110,140,160,280,110,340,690,20,380,280,20,340,40,0,70,740,650,480,180,340,1530,1190,370,480,0,40,610,10,90,70,30,0,0,30,0,20,1930,620,990,260,90,870,100,50,630,310,1370,190,30,0,520,1590,200,7410,17650,380,18240,24250,19150,26670,730,0,0,86590,12550,250,1720,11840,0,27840,0,31520,2620,920,49140,90,7350,4180,6570,1390,20,40,30,180,40,10,10,120,0,0,11070,36920,2130,40,5570,3050,4210,390,0,0,10,30,690,10,190,200,10,80,40,40,20,1060,10,20,0,10,0,20,10,0,20,10,20,10,0,0,40,0,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,10,30,0,10,0,10,310,10,0,0,0,270,10,0,10,10,0,0,680,0,20,10,0,10,130,30,0,10,30,250,1200,0,10,20,750,0,20,50,0,30,0,40,30,5320,10,80,90,160,690
Oct-23,940730,167620,0,0,2880,910,1320,0,0,210,20,10,580,10,0,0,5190,0,0,610,0,0,1140,80,0,0,0,0,0,0,0,0,0,0,0,0,68310,10330,0,1800,2350,18390,17940,10,70,0,7710,3290,0,2960,0,1170,0,70,1530,2670,0,10,0,0,8130,210,1260,10,4810,0,70,90,200,300,140,290,640,10,530,210,30,230,20,0,80,940,610,630,160,520,1810,1460,420,460,0,20,630,10,110,70,60,0,0,10,0,20,1890,480,900,280,80,1000,40,30,550,230,1220,110,30,0,750,1830,320,9430,19600,270,18440,22960,19520,20200,770,0,0,79010,13510,250,1330,13310,0,29710,0,31030,2730,1120,47400,120,10270,3770,6240,1560,30,40,20,160,30,20,10,80,0,0,15390,52740,2190,30,5480,2980,4020,360,0,0,0,20,740,10,210,190,0,60,50,30,20,1260,10,40,0,10,0,20,20,0,30,20,20,0,0,10,40,0,0,0,10,10,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,170,0,0,0,10,190,10,0,10,0,0,0,460,0,10,10,10,0,70,20,0,0,40,170,960,10,10,30,680,0,10,30,0,10,0,20,40,4950,10,60,70,170,710
Nov-23,726390,155570,0,0,2780,830,1530,0,0,290,20,20,540,30,0,0,5040,0,0,690,0,0,1730,130,0,0,0,0,0,0,0,0,0,0,0,0,72280,10450,0,1700,2010,17800,17110,10,130,0,6920,3550,0,2750,0,1330,0,90,1640,3020,0,0,0,0,8350,210,1320,0,4640,0,90,120,290,340,150,330,770,20,730,210,20,380,20,0,90,990,620,730,150,440,2740,1690,470,620,0,40,850,10,110,70,40,0,0,30,0,30,2740,890,670,260,90,1020,90,20,500,350,1330,140,40,0,820,1580,250,7820,16390,380,17890,22690,18470,31460,910,0,0,73850,13320,260,1440,11300,0,34440,0,35890,2820,1360,60830,60,13950,4890,7380,2070,90,60,30,210,30,10,0,110,0,0,17540,59880,1840,40,6000,2470,4950,450,0,0,10,30,790,0,150,250,0,60,50,50,20,1290,20,30,0,10,0,10,10,0,20,10,20,10,0,10,50,0,0,0,20,10,10,30,0,0,0,0,0,0,0,0,0,0,10,30,0,10,0,10,170,10,0,10,0,220,10,0,10,0,0,0,660,0,10,0,10,10,90,30,0,0,40,180,1210,0,20,30,1210,0,20,20,0,20,0,20,50,5880,10,80,60,150,770
Dec-23,692010,160090,0,0,5320,970,1070,0,0,300,20,10,680,20,0,0,9220,0,0,880,0,0,1960,100,0,0,0,0,0,0,0,0,0,0,0,0,101930,16710,0,2340,2290,22160,24610,20,140,10,8620,5490,0,3740,0,1940,0,100,3140,5690,0,0,0,0,10560,420,1900,0,4780,0,130,190,420,790,330,530,1180,30,1030,330,50,540,40,0,160,1310,580,1280,280,470,2880,2780,820,680,0,30,860,0,100,60,50,0,0,20,0,40,3130,640,970,410,120,1050,30,30,620,240,1340,110,40,0,810,2240,410,8250,17890,580,27180,24770,22090,29720,620,0,0,94310,20690,490,1860,11210,0,35690,0,40780,4340,1710,73480,110,15230,5070,8350,1710,80,70,30,330,40,10,10,110,0,0,21590,79810,2240,50,7470,2880,4630,310,0,0,10,60,770,10,210,200,10,100,50,90,30,2240,10,40,0,10,0,10,30,0,10,20,20,20,0,10,50,0,0,0,30,10,10,50,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,10,120,10,0,0,0,180,0,0,20,0,0,0,780,0,10,30,0,0,110,20,0,0,40,180,1290,10,10,40,1290,0,40,60,0,10,0,100,20,9490,10,70,70,200,1140
Jan-24,1173890,175330,0,0,3920,1320,950,0,0,240,10,10,470,20,0,0,6120,0,0,700,0,0,1580,70,0,0,0,0,0,0,0,0,0,0,0,0,81990,15950,0,1930,1920,21110,18940,10,100,10,7060,3770,0,3260,0,1380,0,90,1930,3680,0,10,0,0,9200,240,1510,0,4990,0,80,110,270,520,170,220,620,20,750,260,30,340,20,0,90,1140,660,910,200,420,2900,1870,630,570,0,40,800,0,120,100,40,0,0,20,0,20,2600,510,940,320,240,770,140,20,1670,300,1280,260,40,0,1100,2110,400,7340,15410,260,19940,21010,23740,13850,900,0,0,131580,15290,370,1680,13630,0,26350,0,40330,3270,1940,69220,150,7790,5370,7690,1510,30,40,20,280,20,10,10,120,0,0,18920,67570,2640,50,7940,2800,5660,410,0,0,10,50,850,0,180,180,0,90,50,60,30,1970,20,60,0,10,0,10,20,0,20,10,30,20,0,10,60,0,0,0,20,0,10,50,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,10,190,10,0,0,10,270,0,0,20,10,0,0,760,0,0,30,0,0,120,30,0,0,50,160,1550,10,20,30,910,0,40,60,0,30,0,20,40,6700,10,90,150,190,1240
Feb-24,668050,144840,0,0,2810,880,1130,0,0,270,10,10,360,20,0,0,5090,0,0,820,0,0,1270,50,0,0,0,0,0,0,0,0,0,0,0,0,88570,10400,0,1960,2050,18570,21400,10,120,0,7170,3930,0,3510,0,1470,0,80,2590,3620,0,0,0,0,8180,220,1450,0,4100,0,70,100,370,470,160,220,820,20,570,310,30,320,20,0,90,1400,600,890,180,370,2860,1610,550,550,0,60,810,10,90,90,40,0,0,30,0,40,2590,700,990,290,350,760,140,20,2250,460,1160,250,50,0,940,3310,430,8580,32570,570,24740,35150,22890,22260,600,0,0,204110,24350,680,1450,22400,0,44510,0,47570,6600,2290,84630,170,11020,8060,9990,1870,40,40,30,210,30,20,10,140,0,0,22830,82860,2290,40,6140,2910,4200,330,0,0,0,50,820,0,230,160,10,70,30,60,20,1430,10,60,0,10,0,10,10,0,10,30,40,10,0,0,50,0,0,0,20,10,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,10,230,0,0,0,10,230,10,0,20,10,0,0,740,0,0,30,0,0,100,30,0,0,70,290,1350,10,20,40,1040,0,30,40,0,20,0,50,90,5040,0,90,130,170,850
Mar-24,676790,155930,0,0,2930,750,990,0,0,200,20,20,580,20,0,0,5340,0,0,720,0,0,1330,50,0,0,0,0,0,0,0,0,0,0,0,0,89430,13300,0,1950,2030,18330,22560,10,130,10,6700,3700,0,2970,0,1160,0,80,2170,2890,0,10,0,0,8030,190,1490,0,4930,0,40,70,260,370,120,150,610,20,590,200,30,210,20,0,110,1200,490,810,230,480,2530,1580,570,560,0,30,520,0,60,70,30,0,0,40,0,10,2790,480,1050,180,90,600,70,20,650,340,980,90,20,0,550,1840,400,9580,21010,460,18770,22650,20940,23370,690,0,0,87840,20090,250,1220,15340,0,47480,0,34810,3240,810,76500,70,10310,5650,7880,1750,40,40,20,220,20,10,10,90,0,0,20380,83730,2390,40,6200,2890,3810,410,0,0,10,40,690,0,350,160,10,70,40,60,20,1630,20,50,0,0,0,20,10,0,20,20,30,10,0,0,50,0,0,0,20,10,10,40,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,10,230,0,0,0,10,190,10,0,20,0,0,0,500,0,10,10,10,10,60,30,0,0,50,210,790,0,10,20,880,0,10,50,0,30,0,20,30,6240,10,60,90,120,690
Apr-24,833550,161860,0,0,3020,760,980,0,0,120,10,20,390,20,0,0,5480,0,0,600,0,0,1290,50,0,0,0,0,0,0,0,0,0,0,0,0,54880,8750,0,1190,1410,15020,12510,10,70,0,4940,2460,0,1760,0,750,0,50,1070,1740,0,10,0,10,6150,120,1060,0,3290,0,50,50,150,260,110,140,470,20,410,150,20,160,20,0,30,650,330,420,130,370,1500,1210,280,400,0,40,550,10,90,90,30,0,0,20,0,20,2020,570,1070,240,110,660,90,30,650,340,1040,180,40,0,690,2490,360,16010,17820,480,29160,28140,18470,22720,550,0,0,98800,12960,240,900,12390,0,25850,0,29130,2970,750,62970,120,7630,4830,7430,1190,40,30,30,150,70,10,10,100,0,0,14150,48290,2200,30,5430,2670,3110,270,0,0,0,30,710,0,200,140,0,60,30,40,30,1220,10,30,0,0,0,10,30,0,10,20,10,10,0,0,40,0,0,0,20,20,10,20,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,20,170,10,0,0,10,170,0,0,20,0,0,0,490,0,0,10,0,10,50,10,0,0,50,160,790,10,10,30,710,0,10,40,0,10,0,20,30,5670,0,50,80,130,760
May-24,738240,148020,0,0,3280,960,1000,0,0,270,10,10,480,10,0,0,5490,0,0,660,0,0,1430,130,0,0,0,0,0,0,0,0,0,0,0,0,41010,7280,0,880,1150,12080,9160,10,40,0,3790,1400,0,1140,0,600,0,50,770,1160,0,0,0,0,5700,120,920,0,2970,0,30,40,130,170,80,90,400,10,350,100,20,150,20,0,60,460,230,330,110,230,1100,970,220,420,0,40,580,0,80,80,40,0,0,30,0,20,1720,610,710,250,70,690,60,30,640,550,830,140,50,0,620,1540,300,9390,15600,320,19630,30680,20790,39640,790,0,0,84080,13900,260,790,13230,0,24600,0,31360,2640,710,66620,130,9550,5610,6850,1840,20,40,20,100,20,10,0,90,0,0,9600,40760,1800,40,4770,2640,2850,250,0,0,10,30,660,0,170,150,0,50,30,30,10,930,10,30,0,0,0,10,10,0,10,10,20,10,0,0,30,0,0,0,10,10,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,310,0,0,0,0,200,10,0,10,10,0,0,520,0,10,30,0,10,70,30,0,0,60,200,700,0,10,30,580,0,10,30,0,30,0,20,60,4550,0,50,80,140,650
Jun-24,762790,142810,0,0,3270,930,1020,0,0,310,20,20,600,20,0,0,4420,0,0,680,0,0,1360,190,0,0,0,0,0,0,0,0,0,0,0,0,40570,8570,0,840,1220,10070,8880,0,40,0,3740,1460,0,1130,0,690,0,80,1160,1570,0,10,0,0,5640,120,860,0,2880,0,50,60,140,150,100,130,360,20,300,120,10,210,20,0,40,560,250,370,110,260,1040,1040,250,470,0,40,690,10,100,100,40,0,0,20,0,50,1830,540,630,240,220,650,100,70,1230,340,900,310,30,0,670,2090,300,7560,21580,380,31480,23490,26940,45150,570,0,0,84550,14840,300,1080,17450,0,24200,0,29990,3750,690,61370,100,7580,4920,7140,1500,20,40,30,140,30,10,10,110,0,0,9300,51080,1360,40,4700,2270,2720,250,0,0,10,40,640,10,160,170,0,50,20,30,30,1090,10,50,0,10,0,20,10,0,20,20,20,0,0,0,30,0,0,0,10,10,0,50,0,0,0,0,0,0,0,0,0,10,10,20,0,10,0,20,160,10,0,10,0,250,10,0,10,0,0,0,630,0,10,20,0,10,80,30,0,0,50,200,690,0,30,30,590,0,10,50,0,30,0,20,30,5020,10,60,160,110,680
